key,lor,year,month,hour,weekday,ac_category,ac_type,is_car,latitude,longitude,district_LOR3,district_LOR2,district,distance_to_CC
136247-2020-12100103,12100103,2020,1,7,4,light_injured,other,True,52.574250237050386,13.359225989019324,121001,1210,12,6.891964247146876
136248-2020-4501042,04501042,2020,1,12,2,light_injured,turn_in,True,52.50382019502895,13.325450076350165,045010,0450,04,5.707395201916979
136250-2020-1100206,01100206,2020,1,18,4,light_injured,other,True,52.52070187381634,13.388200614994966,011002,0110,01,1.1977557332494362
136251-2020-11400927,11400927,2020,1,11,2,light_injured,other,True,52.50515790947495,13.471388346908315,114009,1140,11,4.7264384286847365
136253-2020-9501737,09501737,2020,1,11,2,light_injured,other,True,52.45050719600095,13.6245517495402,095017,0950,09,16.71760794809418
136256-2020-6300526,06300526,2020,1,20,4,light_injured,other,True,52.42960604535457,13.259754762967276,063005,0630,06,14.057540777935165
136258-2020-7400928,07400928,2020,1,23,6,light_injured,other,True,52.46523855838355,13.42146662132022,074009,0740,07,6.095936985641762
136260-2020-9200715,09200715,2020,1,8,4,light_injured,other,False,52.43420703165053,13.539011324889726,092007,0920,09,13.094422593763582
136261-2020-9100408,09100408,2020,1,8,2,light_injured,other,True,52.44489424489465,13.5110921331279,091004,0910,09,10.936360965666509
136264-2020-1100310,01100310,2020,1,8,2,light_injured,other,False,52.52395155250892,13.409598792836821,011003,0110,01,0.5958547610411096
136268-2020-2500832,02500832,2020,1,16,4,light_injured,turn_in,True,52.50635320501856,13.470449180301681,025008,0250,02,4.623507069975911
136269-2020-3500934,03500934,2020,1,19,2,light_injured,other,True,52.557220310463585,13.432800843651064,035009,0350,03,4.617695074703293
136270-2020-2200210,02200210,2020,1,18,5,light_injured,other,False,52.49610040761756,13.399575391790485,022002,0220,02,2.599605840272728
136271-2020-12200515,12200515,2020,1,18,2,light_injured,other,True,52.59449491927053,13.284427607279307,122005,1220,12,11.742222160904259
136274-2020-1200626,01200626,2020,1,13,4,light_injured,other,False,52.52526910051497,13.343767609278483,012006,0120,01,4.255911217154836
136280-2020-1100416,01100416,2020,1,9,4,light_injured,other,True,52.535225602776734,13.406988906878922,011004,0110,01,1.7894839226878212
136281-2020-3200308,03200308,2020,1,8,3,light_injured,other,True,52.599464007675586,13.428606471717202,032003,0320,03,9.069996746661786
136283-2020-9501737,09501737,2020,1,15,5,seriously_injured,other,False,52.450577890433976,13.630267382400161,095017,0950,09,17.060363607769112
136289-2020-8100417,08100417,2020,1,7,2,light_injured,other,False,52.47227475729196,13.445886188095226,081004,0810,08,5.889570320433279
136290-2020-3400721,03400721,2020,1,7,2,light_injured,other,True,52.56557380779721,13.402636375143333,034007,0340,03,5.168394210576824
136293-2020-3500934,03500934,2020,1,7,2,light_injured,other,True,52.5575296887067,13.43260386605937,035009,0350,03,4.644008090583828
136294-2020-2300315,02300315,2020,1,13,5,light_injured,other,True,52.500024186404914,13.423830455841056,023003,0230,02,2.461212640160096
136298-2020-5300737,05300737,2020,1,6,2,light_injured,other,True,52.54397577854896,13.24702546270882,053007,0530,05,11.113925573889441
136302-2020-2200213,02200213,2020,1,18,4,light_injured,turn_in,True,52.493041895834715,13.408181290795197,022002,0220,02,2.911870514063556
136305-2020-6100207,06100207,2020,1,8,3,light_injured,other,True,52.45144978806677,13.315392620176778,061002,0610,06,9.715161932375983
136306-2020-11100204,11100204,2020,1,4,2,light_injured,other,True,52.55647879424357,13.5273191019022,111002,1110,11,9.239977685070436
136308-2020-1100206,01100206,2020,1,8,3,light_injured,other,True,52.51810128481427,13.38043628179991,011002,0110,01,1.7166492836651326
136310-2020-8100415,08100415,2020,1,8,5,light_injured,other,True,52.47798848205737,13.447935602498454,081004,0810,08,5.406951210642932
136320-2020-2300418,02300418,2020,1,14,3,light_injured,other,True,52.49294203810223,13.436898359860058,023004,0230,02,3.6072412680175576
136326-2020-9200819,09200819,2020,1,14,3,light_injured,other,False,52.44323900439522,13.56925433597718,092008,0920,09,13.960826320009335
136328-2020-8100418,08100418,2020,1,17,1,light_injured,other,True,52.48075032849164,13.443180231315587,081004,0810,08,4.9762397264494975
136331-2020-5400942,05400942,2020,1,14,3,light_injured,other,True,52.464728673235186,13.162473875688777,054009,0540,05,17.59382792083477
136336-2020-9300922,09300922,2020,1,12,3,light_injured,other,True,52.402502264809065,13.528102599286651,093009,0930,09,15.420222696770379
136338-2020-4400727,04400727,2020,1,14,4,light_injured,other,True,52.4915230728576,13.291133576582284,044007,0440,04,8.363093425448934
136349-2020-7200409,07200409,2020,1,15,7,light_injured,turn_in,True,52.48962870564096,13.353276837573773,072004,0720,07,4.843223773058468
136350-2020-9501939,09501939,2020,1,16,7,light_injured,other,False,52.4541247845162,13.574080721977172,095019,0950,09,13.53763460529002
136351-2020-1100309,01100309,2020,1,14,7,seriously_injured,other,False,52.52876995929509,13.405105053480584,011003,0110,01,1.069535000764102
136353-2020-3300412,03300412,2020,1,13,7,light_injured,other,False,52.61220730210504,13.462568685266003,033004,0330,03,11.049249876048366
136354-2020-8200727,08200727,2020,1,11,3,light_injured,other,True,52.437855144489674,13.45188880959779,082007,0820,08,9.577393594052644
136364-2020-2400522,02400522,2020,1,17,6,light_injured,turn_in,False,52.525078779021435,13.443546068058735,024005,0240,02,2.654105457390864
136365-2020-2100103,02100103,2020,1,19,3,light_injured,other,True,52.50014363333492,13.397002812922105,021001,0210,02,2.1967855936019887
136367-2020-8100104,08100104,2020,1,8,5,light_injured,other,True,52.47189593153145,13.428963034684168,081001,0810,08,5.4927543691523475
136368-2020-11200513,11200513,2020,1,16,3,light_injured,other,True,52.545367851142174,13.49492479866171,112005,1120,11,6.722491074218216
136376-2020-1300836,01300836,2020,1,19,3,light_injured,other,True,52.542325895826416,13.375498259448117,013008,0130,01,3.2914548358057907
136381-2020-5100101,05100101,2020,1,11,6,light_injured,other,True,52.56292972229055,13.19656313916365,051001,0510,05,14.999549104204602
136382-2020-11100203,11100203,2020,1,5,5,light_injured,other,True,52.565300934119996,13.540106187807371,111002,1110,11,10.466767304496804
136397-2020-10100210,10100210,2020,1,11,6,seriously_injured,other,True,52.549117991236514,13.553769543262062,101002,1010,10,10.58832529739643
136398-2020-2500831,02500831,2020,1,8,3,light_injured,other,True,52.50867742768903,13.466372206403062,025008,0250,02,4.28336876283199
136400-2020-1100310,01100310,2020,1,23,6,light_injured,other,True,52.52779788485925,13.413322785705285,011003,0110,01,1.0922805755691223
136406-2020-1200628,01200628,2020,1,19,6,light_injured,turn_in,True,52.523318413724944,13.359234361639148,012006,0120,01,3.185314177500626
136407-2020-2200210,02200210,2020,1,9,4,light_injured,turn_in,False,52.49758618688776,13.394456036976797,022002,0220,02,2.518904340290254
136414-2020-1401046,01401046,2020,1,13,5,light_injured,other,True,52.53905632660389,13.345101753869429,014010,0140,01,4.668288364508659
136419-2020-7100102,07100102,2020,1,4,6,light_injured,other,True,52.499330661843196,13.352991564157175,071001,0710,07,4.202518505549111
136422-2020-5100317,05100317,2020,1,13,6,light_injured,other,False,52.52478645295612,13.24563349015022,051003,0510,05,10.8803578977806
136424-2020-10100313,10100313,2020,1,2,5,light_injured,other,False,52.54296789904649,13.550570856886928,101003,1010,10,10.184135509522328
136430-2020-1200522,01200522,2020,1,14,5,light_injured,other,False,52.52379293803691,13.33007544577668,012005,0120,01,5.1565895745983585
136433-2020-7100205,07100205,2020,1,13,6,light_injured,other,True,52.49738138591539,13.365487334048876,071002,0710,07,3.6493043790379716
136434-2020-9501939,09501939,2020,1,14,5,light_injured,other,True,52.455780135893484,13.5770386150232,095019,0950,09,13.611321135874983
136436-2020-1200517,01200517,2020,1,15,5,light_injured,other,True,52.5314497566869,13.320291354250191,012005,0120,01,5.953496840762052
136438-2020-7400928,07400928,2020,1,12,5,light_injured,turn_in,True,52.46566719119248,13.421416439249146,074009,0740,07,6.048386521659162
136445-2020-1100207,01100207,2020,1,9,5,light_injured,turn_in,True,52.510265212349005,13.391857867599557,011002,0110,01,1.3635563923679077
136448-2020-1400938,01400938,2020,1,14,2,light_injured,other,True,52.55328981938093,13.343586961274614,014009,0140,01,5.671265172333102
136449-2020-9401534,09401534,2020,1,8,5,light_injured,other,True,52.44412670317824,13.57719865313051,094015,0940,09,14.336356887633066
136450-2020-4501045,04501045,2020,1,13,4,light_injured,other,True,52.497813587773464,13.32438253577318,045010,0450,04,6.008535022754925
136458-2020-1100308,01100308,2020,1,14,5,light_injured,other,True,52.5291716621837,13.377523480703898,011003,0110,01,2.2109532287274956
136459-2020-1100416,01100416,2020,1,18,5,light_injured,other,True,52.53216898205194,13.406223279958596,011004,0110,01,1.4475897809847256
136461-2020-2300417,02300417,2020,1,7,5,light_injured,other,True,52.49733434563744,13.432005385834195,023004,0230,02,3.0165481664934797
136464-2020-6300632,06300632,2020,1,20,5,light_injured,other,True,52.42944987315511,13.290666364794573,063006,0630,06,12.67767648849316
136466-2020-11300721,11300721,2020,1,7,5,light_injured,other,False,52.5228884293921,13.499413249330797,113007,1130,11,6.376902024278223
136467-2020-5100317,05100317,2020,1,13,2,light_injured,other,True,52.53411521963288,13.206750293724268,051003,0510,05,13.602299262319722
136475-2020-8200832,08200832,2020,2,15,4,light_injured,other,False,52.42340471938398,13.436900223209904,082008,0820,08,10.865147798959171
136477-2020-2400521,02400521,2020,2,17,1,light_injured,other,True,52.52446457811222,13.440897716929861,024005,0240,02,2.463123448418912
136478-2020-8100208,08100208,2020,2,18,2,light_injured,other,True,52.47004116751577,13.431554175769914,081002,0810,08,5.742139852144271
136480-2020-7300517,07300517,2020,2,8,3,light_injured,other,False,52.47622379947168,13.341182658683865,073005,0730,07,6.481515245032697
136484-2020-4100102,04100102,2020,2,15,3,light_injured,other,True,52.53944399081159,13.302022762938737,041001,0410,04,7.38682706868197
136485-2020-3601449,03601449,2020,2,8,4,light_injured,other,True,52.54286951571386,13.442521264968088,036014,0360,03,3.63508935196523
136488-2020-7501029,07501029,2020,2,14,1,light_injured,turn_in,True,52.44534428768022,13.378571221648778,075010,0750,07,8.41816850940426
136490-2020-4500937,04500937,2020,2,19,1,seriously_injured,other,True,52.49882659248636,13.300198149278827,045009,0450,04,7.509938629104048
136492-2020-4100101,04100101,2020,2,8,5,light_injured,other,False,52.533776652125916,13.282244224109846,041001,0410,04,8.532854902382732
136493-2020-1100311,01100311,2020,2,19,1,light_injured,turn_in,False,52.515290345757734,13.419047518928696,011003,0110,01,1.005556853791057
136505-2020-4501153,04501153,2020,2,11,7,light_injured,other,True,52.487561604702016,13.333100107799082,045011,0450,04,6.053722584566323
136509-2020-4500938,04500938,2020,2,8,2,light_injured,other,True,52.49587689605384,13.295934603859264,045009,0450,04,7.888341054636118
136511-2020-1100416,01100416,2020,2,11,2,light_injured,other,True,52.533315384176376,13.407179562879357,011004,0110,01,1.57801395826893
136512-2020-1100207,01100207,2020,2,6,2,light_injured,other,True,52.5111466352604,13.401217331185684,011002,0110,01,0.941921449313895
136513-2020-1300834,01300834,2020,2,17,1,light_injured,other,False,52.538338407091736,13.396046954262694,013008,0130,01,2.231226268262865
136514-2020-9301025,09301025,2020,2,16,4,seriously_injured,other,True,52.40785953692297,13.573603576286457,093010,0930,09,16.842989806862413
136520-2020-6300629,06300629,2020,2,18,2,light_injured,other,True,52.454466267161415,13.299590173090046,063006,0630,06,10.185965584356707
136523-2020-4501040,04501040,2020,2,1,7,light_injured,other,True,52.50002018033526,13.312878429259372,045010,0450,04,6.650237116966356
136524-2020-1401048,01401048,2020,2,8,2,light_injured,other,False,52.550799115782894,13.362320935711987,014010,0140,01,4.587196661736091
136525-2020-3601244,03601244,2020,2,5,2,light_injured,other,True,52.55249279830329,13.4273744921507,036012,0360,03,3.990528287125156
136529-2020-1200628,01200628,2020,2,21,7,light_injured,other,False,52.52372043022094,13.357198557383946,012006,0120,01,3.3286016325348675
136536-2020-4500936,04500936,2020,2,10,3,light_injured,other,False,52.50249464094389,13.300664565799574,045009,0450,04,7.366241889722042
136538-2020-3601140,03601140,2020,2,17,7,light_injured,other,True,52.55432136995152,13.40217908394421,036011,0360,03,3.919303664716312
136539-2020-3200206,03200206,2020,2,14,1,light_injured,other,True,52.580435369435044,13.40020888996181,032002,0320,03,6.828114053956437
136542-2020-2400623,02400623,2020,2,17,2,light_injured,other,True,52.51570689922607,13.426682898049119,024006,0240,02,1.4777325471704212
136543-2020-8100102,08100102,2020,2,15,7,light_injured,other,False,52.47734096702713,13.424288603572979,081001,0810,08,4.8227974288317785
136549-2020-6200422,06200422,2020,2,8,3,light_injured,turn_in,False,52.428959552562866,13.329277727063152,062004,0620,06,11.300298543534794
136555-2020-12500926,12500926,2020,2,14,3,light_injured,other,False,52.59437660667375,13.330046054939551,125009,1250,12,9.815846891160827
136558-2020-3500936,03500936,2020,2,14,4,seriously_injured,other,True,52.55062092510021,13.466512008644985,035009,0350,03,5.412961468119974
136569-2020-2200209,02200209,2020,2,20,7,light_injured,other,False,52.485034734740935,13.385827180905451,022002,0220,02,4.029705421318344
136570-2020-1100308,01100308,2020,2,18,4,light_injured,turn_in,False,52.52374372083768,13.386794439851668,011003,0110,01,1.378515925973414
136573-2020-2500830,02500830,2020,2,12,2,light_injured,other,False,52.512743874232086,13.457941951949268,025008,0250,02,3.6200591741630985
136577-2020-1200628,01200628,2020,2,8,2,light_injured,other,True,52.51929231275553,13.355380978407855,012006,0120,01,3.4133421737295784
136584-2020-6100204,06100204,2020,2,15,4,light_injured,turn_in,True,52.45384565462373,13.348620304362216,061002,0610,06,8.236933244397767
136589-2020-7601545,07601545,2020,2,8,3,light_injured,turn_in,True,52.39394862992671,13.408685700386915,076015,0760,07,13.935045439672018
136590-2020-9501737,09501737,2020,2,22,1,deadly,other,False,52.45268689400917,13.625758100129428,095017,0950,09,16.68124725875555
136597-2020-2400623,02400623,2020,2,16,3,light_injured,turn_in,True,52.51452198233108,13.43843688749088,024006,0240,02,2.283889408157426
136599-2020-1401045,01401045,2020,2,17,6,seriously_injured,other,True,52.55294438621959,13.379607519776053,014010,0140,01,4.1540139861474366
136600-2020-1100309,01100309,2020,2,19,3,seriously_injured,other,False,52.52956251982732,13.404576862764554,011003,0110,01,1.159408364767372
136606-2020-1200623,01200623,2020,2,10,3,light_injured,other,True,52.5357507064212,13.357673115762308,012006,0120,01,3.7436929803050334
136609-2020-8200832,08200832,2020,2,7,2,light_injured,other,True,52.42305838100981,13.435162423566858,082008,0820,08,10.880575001815858
136615-2020-1100310,01100310,2020,2,14,7,light_injured,other,False,52.523790440082045,13.416739725537411,011003,0110,01,0.9110701865531999
136620-2020-4501044,04501044,2020,2,9,2,light_injured,other,True,52.49797217426737,13.320124197774955,045010,0450,04,6.268472190494243
136623-2020-2100105,02100105,2020,2,10,3,light_injured,other,True,52.50022911065063,13.41460097162025,021001,0210,02,2.1926913487204955
136624-2020-9100304,09100304,2020,2,12,7,light_injured,other,True,52.463154434287766,13.484185067272506,091003,0910,09,8.203081584980094
